ph,temperature,humidity,altitude,rainfall,N,P,K,label
6.05,14.37,60.59,515,577.12,120,38,102,Radish
6.59,17.41,52.53,1050,509.11,94,25,102,Radish
6.22,11.53,62.97,435,559.2,81,22,103,Radish
6.15,12.95,60.28,1394,594.79,106,39,100,Radish
6.59,23.49,63.42,585,418.37,112,24,84,Radish
6.3,16.95,68.08,1236,541.71,119,27,86,Radish
6.76,17.96,56.41,836,522.31,112,29,95,Radish
6.17,22.35,57.29,1472,418.37,119,40,95,Radish
6.96,15.45,64.61,759,598.05,91,38,115,Radish
6.17,11.08,60.35,375,514.96,112,30,85,Radish
6.13,15.48,61.37,895,453.46,95,28,97,Radish
6.15,12.69,52.15,1191,432.38,88,38,120,Radish
6.34,17.52,60.52,172,570.5,98,24,86,Radish
6.04,19.28,59.03,761,550.84,119,33,88,Radish
6.34,18.29,68.97,1082,460.81,80,21,84,Radish
6.81,17.06,61.65,513,524.55,100,31,106,Radish
6.35,24.01,63.42,76,544.89,94,20,80,Radish
6.39,11.61,61.95,297,403.62,80,32,91,Radish
6.44,24.14,51.45,848,536.93,86,35,97,Radish
6.31,15.41,54.3,947,523.49,113,33,111,Radish
6.35,16.1,69.2,1088,507.57,106,24,100,Radish
6.35,23.09,68.97,790,524.55,80,40,86,Radish
6.21,21.51,63.94,996,588.98,119,30,102,Radish
6.16,20.08,57.4,833,492.24,100,23,84,Radish
6.59,16.35,68.86,798,528.32,82,37,86,Radish
6.36,17.49,56.93,747,597.45,106,32,115,Radish
6.85,11.95,53.9,549,578.53,103,30,115,Radish
6.91,18.08,59.1,1269,591.6,94,40,82,Radish
6.92,15.14,57.0,792,544.89,95,38,108,Radish
6.61,13.78,68.85,223,549.18,87,32,101,Radish
6.59,24.95,61.65,515,528.19,106,29,97,Radish
6.49,17.41,64.33,484,473.97,108,35,87,Radish
6.21,16.15,65.53,1191,543.34,90,26,88,Radish
6.44,15.53,60.28,223,416.67,80,32,108,Radish
6.15,11.55,51.55,438,591.6,120,31,88,Radish
6.02,10.64,67.51,521,583.84,112,36,120,Radish
6.16,18.86,57.64,790,464.8,91,29,110,Radish
6.15,17.46,65.06,484,527.1,104,22,86,Radish
6.43,22.35,63.94,1327,509.11,100,20,103,Radish
6.76,16.3,55.82,1467,544.89,100,24,118,Radish
6.22,16.92,58.17,1331,577.12,95,33,96,Radish
6.71,19.41,65.49,940,450.62,120,22,95,Radish
6.37,16.65,69.91,1345,574.22,108,30,108,Radish
6.12,15.61,64.86,1055,579.42,99,33,92,Radish
6.94,23.83,52.22,1282,454.73,88,23,90,Radish
6.85,19.41,60.59,762,522.87,120,39,94,Radish
6.4,16.34,61.26,1162,507.52,98,32,102,Radish
6.68,14.23,67.95,1345,454.73,90,29,99,Radish
6.19,21.14,61.32,882,417.05,99,30,111,Radish
6.91,16.35,54.3,1209,403.62,120,26,112,Radish
6.14,20.53,64.61,1274,568.48,110,26,111,Radish
6.95,23.83,69.72,208,559.2,80,29,100,Radish
6.79,22.22,68.55,996,551.51,119,32,103,Radish
6.08,12.99,56.93,76,409.28,95,22,101,Radish
6.15,12.29,50.34,1327,454.73,107,32,113,Radish
6.22,23.91,54.3,279,484.41,105,40,119,Radish
6.15,13.45,50.34,1269,554.51,87,23,97,Radish
6.51,10.96,55.75,256,539.05,88,28,101,Radish
6.15,14.6,53.68,241,467.58,103,40,112,Radish
6.6,20.08,69.63,1160,520.54,93,24,94,Radish
6.04,17.6,60.59,475,559.57,91,27,112,Radish
6.78,15.48,58.17,146,483.16,98,32,92,Radish
6.17,12.85,59.03,438,453.46,102,38,116,Radish
6.75,23.02,59.03,1441,402.15,90,31,97,Radish
6.35,15.92,63.6,500,403.95,90,30,103,Radish
6.3,10.53,69.2,256,504.12,95,27,93,Radish
6.66,16.3,56.64,1444,418.37,114,39,92,Radish
6.82,23.49,59.46,677,562.18,116,40,103,Radish
6.3,18.86,50.21,899,550.75,97,37,104,Radish
6.9,20.97,57.05,439,457.97,91,23,99,Radish
6.59,11.71,64.61,76,403.16,120,40,103,Radish
6.76,16.65,68.47,585,589.01,107,34,82,Radish
6.46,17.06,69.5,1160,453.2,120,40,101,Radish
6.02,23.69,65.98,532,453.46,87,35,103,Radish
6.91,13.65,63.55,1451,590.98,105,20,117,Radish
6.61,17.6,50.77,236,428.38,99,27,117,Radish
6.84,17.05,63.42,833,514.34,98,24,88,Radish
6.35,13.78,58.84,146,541.03,115,40,86,Radish
6.66,18.08,68.98,762,522.31,92,23,99,Radish
6.76,12.95,67.57,891,562.18,94,30,112,Radish
6.08,19.89,68.33,370,557.05,97,31,81,Radish
6.96,15.25,69.36,1388,578.01,116,20,95,Radish
6.62,19.73,69.76,891,465.64,84,25,101,Radish
6.35,18.77,67.17,1131,522.31,118,40,81,Radish
7.36,21.53,68.81,1258,648.67,80,36,74,Red Kidney Beans
7.32,29.55,64.4,404,506.94,87,34,74,Red Kidney Beans
6.67,25.09,56.92,1150,532.03,81,49,88,Red Kidney Beans
7.32,27.21,57.25,939,584.61,83,40,90,Red Kidney Beans
6.38,24.95,53.18,76,714.55,73,32,67,Red Kidney Beans
7.34,28.78,63.59,1346,689.64,73,34,65,Red Kidney Beans
7.1,25.38,67.25,666,600.87,81,40,87,Red Kidney Beans
6.09,29.07,61.9,1493,560.04,65,43,72,Red Kidney Beans
6.09,25.09,54.15,327,600.87,99,33,76,Red Kidney Beans
7.07,27.62,51.32,1120,519.41,82,42,89,Red Kidney Beans
6.66,25.09,53.95,1458,529.97,85,36,76,Red Kidney Beans
6.57,25.83,50.32,890,710.81,93,47,76,Red Kidney Beans
7.29,25.38,55.41,717,647.07,74,32,91,Red Kidney Beans
7.23,25.38,50.19,708,637.68,60,47,92,Red Kidney Beans
7.34,23.65,61.95,1346,761.78,68,39,65,Red Kidney Beans
6.14,26.49,50.92,753,504.95,89,34,64,Red Kidney Beans
6.58,29.52,67.25,696,552.96,84,42,68,Red Kidney Beans
6.27,24.18,50.92,1488,564.87,83,39,80,Red Kidney Beans
6.52,24.94,50.31,452,775.98,68,39,67,Red Kidney Beans
6.18,20.94,59.11,91,655.13,62,38,65,Red Kidney Beans
7.14,28.25,68.94,128,596.19,73,43,67,Red Kidney Beans
6.78,21.14,50.5,774,663.13,77,32,94,Red Kidney Beans
6.97,28.32,55.95,1062,544.11,97,49,72,Red Kidney Beans
6.26,23.72,58.57,1175,740.48,87,40,76,Red Kidney Beans
6.61,26.18,64.72,121,527.15,68,47,86,Red Kidney Beans
6.69,24.0,66.1,1224,544.11,74,35,68,Red Kidney Beans
6.97,24.76,53.95,910,710.89,73,43,78,Red Kidney Beans
6.56,26.95,68.97,909,558.94,87,41,65,Red Kidney Beans
6.03,29.77,50.1,1277,600.17,74,35,68,Red Kidney Beans
6.5,20.54,63.45,328,506.94,77,37,68,Red Kidney Beans
6.51,25.38,51.63,594,710.81,73,50,93,Red Kidney Beans
7.28,25.8,65.72,453,586.59,79,34,96,Red Kidney Beans
6.09,20.03,68.08,91,508.3,69,36,99,Red Kidney Beans
6.49,20.08,67.49,1379,666.32,87,39,69,Red Kidney Beans
7.39,27.63,50.1,590,581.08,87,32,89,Red Kidney Beans
6.09,23.44,67.21,911,672.17,64,42,93,Red Kidney Beans
6.37,28.8,60.52,367,646.85,76,31,64,Red Kidney Beans
7.28,21.12,67.06,268,565.1,78,39,70,Red Kidney Beans
6.97,29.29,58.74,1,792.34,92,41,70,Red Kidney Beans
6.23,20.99,68.15,171,516.57,92,42,68,Red Kidney Beans
6.57,23.32,50.1,1050,566.14,94,45,76,Red Kidney Beans
7.33,25.52,58.8,640,529.97,60,39,93,Red Kidney Beans
6.68,20.03,53.18,1378,573.56,73,47,99,Red Kidney Beans
6.79,21.5,67.64,239,519.41,61,43,89,Red Kidney Beans
6.69,25.38,62.9,940,575.07,96,47,79,Red Kidney Beans
7.17,29.45,61.69,979,685.15,93,33,69,Red Kidney Beans
6.34,20.63,69.34,939,531.1,87,33,86,Red Kidney Beans
7.15,22.26,66.65,404,600.17,83,32,60,Red Kidney Beans
7.08,26.28,57.96,1179,565.1,91,34,65,Red Kidney Beans
6.88,28.42,52.01,162,705.82,65,31,84,Red Kidney Beans
6.81,25.53,67.26,1484,710.6,67,31,85,Red Kidney Beans
6.99,28.4,57.72,708,702.12,60,49,65,Red Kidney Beans
6.46,25.0,69.44,1296,714.55,66,33,100,Red Kidney Beans
6.93,24.41,58.74,239,651.48,99,42,97,Red Kidney Beans
6.27,21.98,51.22,185,700.71,74,47,72,Red Kidney Beans
6.22,27.41,57.48,424,626.67,94,48,86,Red Kidney Beans
6.37,28.91,61.09,495,595.25,86,40,67,Red Kidney Beans
6.39,20.08,66.29,774,651.48,77,45,90,Red Kidney Beans
6.18,23.03,61.84,1196,665.9,99,34,92,Red Kidney Beans
6.49,26.67,63.45,1476,558.94,62,33,69,Red Kidney Beans
7.18,23.65,60.52,404,529.9,96,49,91,Red Kidney Beans
6.54,20.36,54.28,1178,792.34,84,36,61,Red Kidney Beans
7.17,22.13,63.11,76,678.7,63,43,64,Red Kidney Beans
6.09,26.18,61.9,826,586.59,65,33,87,Red Kidney Beans
6.5,26.67,62.41,495,596.19,85,50,100,Red Kidney Beans
6.54,23.02,64.21,327,568.0,64,46,89,Red Kidney Beans
6.23,28.32,54.52,354,705.31,82,35,64,Red Kidney Beans
6.93,26.18,53.93,1334,713.36,62,42,64,Red Kidney Beans
7.22,23.58,53.95,749,566.02,65,48,87,Red Kidney Beans
7.43,27.09,54.9,549,607.39,85,30,99,Red Kidney Beans
6.26,25.15,50.5,1378,619.22,66,49,82,Red Kidney Beans
7.07,23.09,68.9,1378,702.12,81,41,68,Red Kidney Beans
7.15,24.41,57.33,1458,578.93,88,39,74,Red Kidney Beans
6.24,28.28,58.54,1250,580.87,65,32,79,Red Kidney Beans
6.43,26.49,55.41,426,506.94,71,35,96,Red Kidney Beans
6.46,28.87,51.63,1067,506.94,66,30,65,Red Kidney Beans
7.37,20.08,66.89,43,516.57,94,30,72,Red Kidney Beans
7.49,21.98,54.19,753,756.17,84,43,97,Red Kidney Beans
6.09,29.77,58.78,1050,753.98,83,39,98,Red Kidney Beans
6.95,28.25,69.89,1378,700.99,100,40,71,Red Kidney Beans
6.28,26.96,66.29,1200,527.15,84,47,85,Red Kidney Beans
6.3,24.46,67.64,1050,537.26,84,48,62,Red Kidney Beans
6.61,25.52,68.48,1166,587.88,68,38,83,Red Kidney Beans
6.53,27.62,63.59,1458,624.77,64,39,70,Red Kidney Beans
6.32,29.45,56.76,1346,670.6,67,32,69,Red Kidney Beans
6.95,23.92,63.92,460,733.08,100,42,65,Red Kidney Beans
6.31,23.72,50.51,609,663.13,83,36,77,Red Kidney Beans
7.13,26.18,50.19,1296,709.09,88,34,76,Red Kidney Beans
6.93,23.03,50.92,1250,506.94,60,49,99,Red Kidney Beans
6.92,28.42,50.92,1100,573.56,94,37,84,Red Kidney Beans
7.02,27.54,62.56,905,655.13,92,48,77,Red Kidney Beans
7.07,26.95,52.01,1,542.23,76,31,73,Red Kidney Beans
7.03,23.72,50.01,420,789.44,80,31,87,Red Kidney Beans
7.45,28.71,53.82,1471,596.41,97,48,61,Red Kidney Beans
6.57,25.63,50.31,453,672.17,100,40,79,Red Kidney Beans
7.06,20.34,51.83,149,567.76,60,35,74,Red Kidney Beans
6.48,21.65,68.9,1178,637.3,77,45,72,Red Kidney Beans
6.35,20.34,57.91,367,578.93,89,50,86,Red Kidney Beans
6.65,20.56,55.95,1123,789.25,73,37,91,Red Kidney Beans
6.81,26.67,68.04,209,795.56,79,42,74,Red Kidney Beans
6.18,24.95,61.95,549,567.76,100,37,73,Red Kidney Beans
7.1,21.98,67.06,560,710.89,74,34,68,Red Kidney Beans
7.46,20.2,60.18,209,710.89,97,45,93,Red Kidney Beans
7.44,23.65,51.29,162,619.22,93,34,85,Red Kidney Beans
6.26,23.58,63.11,666,526.53,68,42,61,Red Kidney Beans
6.6,25.53,57.99,531,515.31,79,32,74,Red Kidney Beans
6.46,28.49,66.89,1291,672.15,62,40,89,Red Kidney Beans
7.37,21.05,66.74,1078,767.71,99,48,94,Red Kidney Beans
6.24,21.48,52.47,453,719.13,83,38,91,Red Kidney Beans
6.65,26.96,59.11,898,686.08,83,46,68,Red Kidney Beans
6.11,20.56,57.72,1488,719.67,64,32,87,Red Kidney Beans
6.04,25.15,57.48,76,540.13,62,48,71,Red Kidney Beans
6.73,27.63,53.37,424,719.67,97,48,61,Red Kidney Beans
6.54,20.23,51.22,121,685.15,82,41,73,Red Kidney Beans
6.26,23.05,64.22,1378,651.48,76,48,63,Red Kidney Beans
7.41,26.22,51.63,753,708.81,60,47,64,Red Kidney Beans
7.13,22.58,69.89,128,644.01,98,46,73,Red Kidney Beans
7.11,22.3,59.56,700,697.96,99,33,96,Red Kidney Beans
6.57,25.81,57.48,1277,686.08,92,33,68,Red Kidney Beans
6.26,20.94,58.95,604,779.73,91,42,85,Red Kidney Beans
7.33,26.36,63.92,1,777.47,65,38,99,Red Kidney Beans
7.36,22.81,61.03,1379,764.74,70,31,91,Red Kidney Beans
6.01,29.4,67.49,531,529.9,92,31,71,Red Kidney Beans
6.3,24.9,65.95,939,575.07,67,44,93,Red Kidney Beans
7.28,23.65,62.9,753,596.19,69,37,83,Red Kidney Beans
6.09,24.37,55.13,158,748.35,81,30,81,Red Kidney Beans
7.41,21.05,53.63,1382,720.96,92,40,73,Red Kidney Beans
6.83,25.14,69.5,430,580.87,91,50,66,Red Kidney Beans
7.35,27.09,52.79,1050,637.3,63,35,85,Red Kidney Beans
7.15,20.77,52.67,644,565.1,100,37,68,Red Kidney Beans
7.22,23.05,67.25,894,519.41,98,36,85,Red Kidney Beans
6.74,20.89,60.52,940,542.23,77,37,85,Red Kidney Beans
6.17,25.26,57.96,1027,684.04,99,31,68,Red Kidney Beans
6.37,29.15,57.72,653,675.95,65,44,70,Red Kidney Beans
7.15,21.14,60.18,880,648.67,91,38,61,Red Kidney Beans
6.14,28.28,65.47,1075,663.13,66,39,76,Red Kidney Beans
6.35,26.95,68.9,1336,750.28,91,47,79,Red Kidney Beans
6.3,22.27,64.4,685,689.64,100,40,78,Red Kidney Beans
7.06,27.93,68.04,644,600.87,66,47,77,Red Kidney Beans
7.45,24.45,58.28,1075,730.29,64,49,91,Red Kidney Beans
7.34,20.03,57.39,1224,700.99,66,30,86,Red Kidney Beans
6.27,26.16,65.95,268,651.48,65,39,76,Red Kidney Beans
6.84,25.15,55.06,367,519.96,60,37,89,Red Kidney Beans
6.26,25.19,58.74,666,508.3,63,45,85,Red Kidney Beans
7.19,27.71,59.98,939,777.56,95,43,80,Red Kidney Beans
7.26,27.53,55.69,327,741.08,94,35,70,Red Kidney Beans
6.69,21.96,64.22,77,585.04,95,45,87,Red Kidney Beans
7.1,27.09,66.03,367,562.86,89,40,78,Red Kidney Beans
7.37,23.09,62.74,3,792.34,96,31,84,Red Kidney Beans
6.22,20.18,51.28,1108,549.69,77,31,99,Red Kidney Beans
6.71,21.05,65.95,1403,508.3,90,41,74,Red Kidney Beans
6.54,28.82,61.69,197,636.83,83,31,79,Red Kidney Beans
6.55,21.05,53.09,297,513.45,67,48,76,Red Kidney Beans
7.0,28.23,52.79,511,760.42,81,48,61,Red Kidney Beans
6.14,20.24,67.31,512,531.1,72,33,81,Red Kidney Beans
6.88,23.59,67.11,893,562.86,84,36,90,Red Kidney Beans
6.95,20.89,50.05,492,733.08,74,43,61,Red Kidney Beans
6.52,25.81,54.11,1178,516.57,61,49,62,Red Kidney Beans
7.13,20.04,55.81,287,767.71,96,43,81,Red Kidney Beans
6.05,26.67,58.82,826,766.74,79,48,78,Red Kidney Beans
6.57,28.25,55.81,1071,584.61,76,48,64,Red Kidney Beans
6.03,24.46,51.63,74,651.48,74,48,72,Red Kidney Beans
7.48,25.83,67.68,870,756.17,84,50,81,Red Kidney Beans
7.37,20.23,68.08,149,684.04,98,31,70,Red Kidney Beans
6.97,27.21,63.55,940,624.77,91,46,84,Red Kidney Beans
7.06,29.02,51.97,979,507.53,66,37,78,Red Kidney Beans
6.28,25.26,51.38,76,753.98,64,33,61,Red Kidney Beans
7.07,26.49,51.38,1344,537.26,83,40,65,Red Kidney Beans
6.41,27.62,51.32,218,537.77,91,39,61,Red Kidney Beans
7.32,26.96,55.96,683,504.6,76,43,74,Red Kidney Beans
7.13,28.42,50.1,666,636.83,79,39,69,Red Kidney Beans
7.39,25.38,57.96,92,666.32,65,31,86,Red Kidney Beans
6.3,24.34,53.18,1321,748.36,81,36,91,Red Kidney Beans
6.34,20.63,61.84,1342,750.28,99,36,62,Red Kidney Beans
7.28,25.83,52.82,1169,703.01,82,50,86,Red Kidney Beans
7.48,23.11,55.41,409,744.02,73,34,75,Red Kidney Beans
6.54,25.98,63.11,559,689.64,78,48,96,Red Kidney Beans
6.37,29.49,53.82,171,789.44,100,33,70,Red Kidney Beans
6.13,24.18,61.84,65,586.59,83,49,65,Red Kidney Beans
6.93,24.85,57.91,1344,685.15,100,40,78,Red Kidney Beans
7.49,28.22,67.06,695,575.06,90,48,62,Red Kidney Beans
6.04,21.14,60.18,404,717.77,66,47,68,Red Kidney Beans
6.48,26.63,52.79,1342,579.38,99,31,63,Red Kidney Beans
7.49,25.39,66.65,546,717.63,67,37,70,Red Kidney Beans
6.57,28.82,53.63,1378,526.53,81,41,65,Red Kidney Beans
6.51,25.5,56.92,367,689.17,73,30,76,Red Kidney Beans
7.13,24.06,60.88,1493,734.97,81,33,79,Red Kidney Beans
6.36,25.44,52.79,1207,698.24,89,33,81,Red Kidney Beans
7.46,25.05,69.9,1394,560.04,63,30,68,Red Kidney Beans
7.29,20.34,69.16,189,519.95,91,39,72,Red Kidney Beans
7.37,24.3,54.96,893,646.85,66,31,65,Red Kidney Beans
7.5,26.27,59.93,1252,595.25,75,50,69,Red Kidney Beans
7.22,27.12,55.96,486,753.98,75,43,78,Red Kidney Beans
6.17,27.74,64.45,486,515.31,97,35,76,Red Kidney Beans
7.08,24.25,50.5,789,585.04,65,36,93,Red Kidney Beans
7.43,26.28,64.4,1488,747.72,99,41,78,Red Kidney Beans
6.97,20.77,67.11,1003,604.7,66,40,80,Red Kidney Beans
6.31,25.19,58.78,1378,542.23,68,45,62,Red Kidney Beans
6.49,25.09,54.52,683,549.69,67,49,92,Red Kidney Beans
6.18,21.05,58.57,590,675.47,100,47,83,Red Kidney Beans
6.89,23.44,60.27,412,689.64,60,49,83,Red Kidney Beans
7.32,27.62,58.74,169,637.68,75,49,64,Red Kidney Beans
6.58,25.5,57.48,1294,637.68,65,40,70,Red Kidney Beans
6.3,29.49,65.97,1067,612.18,63,40,75,Red Kidney Beans
6.24,23.66,53.22,1471,665.9,81,30,85,Red Kidney Beans
7.36,25.52,68.1,1385,795.56,89,43,87,Red Kidney Beans
6.79,24.46,51.63,1224,663.13,66,32,79,Red Kidney Beans
7.34,24.34,63.03,197,764.74,73,36,73,Red Kidney Beans
6.49,25.63,58.95,510,526.53,87,41,97,Red Kidney Beans
6.52,20.54,55.81,666,511.23,90,40,86,Red Kidney Beans
6.45,25.53,64.72,430,687.23,66,47,73,Red Kidney Beans
6.07,27.54,50.01,1123,566.14,68,42,68,Red Kidney Beans
6.95,25.8,68.04,546,562.86,67,47,79,Red Kidney Beans
6.57,24.34,54.52,1258,750.28,99,47,68,Red Kidney Beans
6.54,27.4,61.9,268,504.95,87,45,69,Red Kidney Beans
7.37,21.98,58.57,360,644.56,74,43,70,Red Kidney Beans
6.3,29.47,69.16,986,723.81,65,49,89,Red Kidney Beans
6.35,26.27,64.53,1178,713.36,84,47,87,Red Kidney Beans
6.45,25.8,58.54,83,506.94,67,40,64,Red Kidney Beans
6.9,24.0,51.29,503,513.45,67,46,76,Red Kidney Beans
7.0,22.24,58.57,832,748.35,100,33,64,Red Kidney Beans
6.83,23.66,54.11,717,792.34,79,42,74,Red Kidney Beans
7.4,26.16,53.93,1321,513.09,84,50,61,Red Kidney Beans
6.32,20.89,52.26,1016,513.45,100,40,91,Red Kidney Beans
7.36,20.64,54.28,1015,790.23,81,48,93,Red Kidney Beans
7.05,26.36,55.96,128,705.31,73,30,63,Red Kidney Beans
6.78,27.71,51.28,1294,700.71,89,30,81,Red Kidney Beans
7.34,20.14,54.28,512,529.9,74,38,76,Red Kidney Beans
7.16,23.09,64.1,218,730.29,97,49,61,Red Kidney Beans
7.1,27.74,51.32,409,687.23,84,47,70,Red Kidney Beans
6.5,25.63,67.45,1196,540.13,67,45,64,Red Kidney Beans
6.49,28.78,62.7,297,526.53,98,43,70,Red Kidney Beans
6.6,22.02,55.98,395,730.29,68,39,81,Red Kidney Beans
6.09,29.63,64.22,1100,637.3,93,38,61,Red Kidney Beans
7.15,21.05,67.45,986,579.38,60,31,74,Red Kidney Beans
6.48,23.58,61.09,189,551.58,68,33,64,Red Kidney Beans
6.04,21.65,56.3,866,766.74,93,45,69,Red Kidney Beans
7.37,25.15,66.28,789,678.7,90,44,71,Red Kidney Beans
6.04,24.34,67.25,1484,656.1,83,49,99,Red Kidney Beans
6.97,25.29,57.04,910,508.3,70,47,75,Red Kidney Beans
6.67,20.24,54.15,1342,540.13,99,36,89,Red Kidney Beans
7.41,22.24,51.32,653,504.95,94,48,63,Red Kidney Beans
7.5,27.08,69.9,653,585.04,63,46,64,Red Kidney Beans
7.15,23.09,57.96,1175,521.84,64,36,73,Red Kidney Beans
7.13,21.89,60.97,1193,644.2,98,39,81,Red Kidney Beans
7.35,27.4,51.9,158,535.87,60,48,69,Red Kidney Beans
6.14,29.02,64.21,1494,511.23,92,32,72,Red Kidney Beans
6.66,27.71,59.11,1397,644.01,92,39,70,Red Kidney Beans
6.97,20.24,59.98,395,637.68,71,47,91,Red Kidney Beans
6.09,21.96,63.59,242,719.67,72,46,79,Red Kidney Beans
7.15,27.93,69.33,328,606.77,91,45,93,Red Kidney Beans
6.26,27.63,58.95,1378,675.95,87,43,78,Red Kidney Beans
6.61,26.95,67.13,1385,511.23,84,35,78,Red Kidney Beans
6.27,20.14,68.81,910,705.31,84,32,96,Red Kidney Beans
6.04,23.32,50.92,1135,772.02,91,35,65,Red Kidney Beans
7.29,28.87,54.11,826,561.38,97,41,62,Red Kidney Beans
6.55,24.99,65.34,1458,788.75,65,35,64,Red Kidney Beans
6.41,24.37,51.17,1336,504.95,61,43,76,Red Kidney Beans
6.28,21.47,51.28,513,777.47,87,42,86,Red Kidney Beans
7.07,23.09,51.29,98,504.95,71,35,70,Red Kidney Beans
6.49,23.59,64.22,1193,592.2,99,49,85,Red Kidney Beans
6.56,25.09,50.92,774,663.13,84,35,73,Red Kidney Beans
7.05,25.09,67.31,1344,506.94,99,43,80,Red Kidney Beans
7.17,23.59,58.95,1196,585.63,66,37,65,Red Kidney Beans
6.48,20.8,57.54,1175,734.97,95,39,72,Red Kidney Beans
7.45,25.38,51.03,420,536.14,87,35,93,Red Kidney Beans
7.35,20.99,58.89,129,596.41,63,31,70,Red Kidney Beans
7.44,27.04,57.25,169,619.22,84,45,99,Red Kidney Beans
6.18,25.14,56.35,1378,788.75,87,39,74,Red Kidney Beans
6.67,23.05,69.33,162,773.25,92,36,72,Red Kidney Beans
6.18,24.95,62.7,940,644.56,76,43,79,Red Kidney Beans
6.55,20.09,54.96,91,644.2,63,42,70,Red Kidney Beans
6.09,25.83,57.39,1378,635.63,68,40,78,Red Kidney Beans
7.48,26.18,57.96,683,604.7,84,32,81,Red Kidney Beans
6.17,23.44,61.95,1135,790.23,70,33,91,Red Kidney Beans
6.81,20.2,61.9,866,710.6,85,34,64,Red Kidney Beans
6.09,23.92,52.82,717,575.07,92,35,72,Red Kidney Beans
6.82,29.47,59.93,640,684.04,100,45,98,Red Kidney Beans
6.04,28.82,53.82,826,596.19,76,40,86,Red Kidney Beans
7.03,24.25,61.84,767,607.39,99,49,64,Red Kidney Beans
7.35,28.91,67.49,604,506.94,72,40,76,Red Kidney Beans
6.73,25.29,52.26,77,753.98,98,33,72,Red Kidney Beans
6.13,25.63,50.39,245,568.0,97,43,73,Red Kidney Beans
6.92,27.07,62.74,656,596.41,62,39,98,Red Kidney Beans
7.45,29.4,63.45,653,705.26,83,47,61,Red Kidney Beans
6.74,22.02,66.59,111,513.45,68,43,68,Red Kidney Beans
6.14,27.95,51.22,327,531.39,97,36,72,Red Kidney Beans
6.22,20.77,68.48,76,521.84,93,49,65,Red Kidney Beans
6.66,25.63,65.96,374,506.94,71,47,79,Red Kidney Beans
7.32,20.34,61.84,374,663.13,61,41,81,Red Kidney Beans
6.49,29.47,55.81,640,663.13,91,36,96,Red Kidney Beans
6.5,27.48,62.74,1121,575.06,85,34,100,Red Kidney Beans
6.49,20.52,58.8,1028,708.81,68,41,77,Red Kidney Beans
6.42,26.22,62.41,1078,561.38,97,40,61,Red Kidney Beans
6.57,28.25,66.74,158,625.2,97,45,75,Red Kidney Beans
7.03,29.63,60.18,1321,790.23,66,39,69,Red Kidney Beans
6.45,24.31,67.25,113,645.74,76,37,61,Red Kidney Beans
6.99,23.59,63.85,1291,762.11,69,33,74,Red Kidney Beans
6.66,20.34,57.04,171,780.17,83,48,91,Red Kidney Beans
6.93,20.04,59.56,749,670.6,80,42,91,Red Kidney Beans
6.09,20.03,66.59,162,761.78,87,33,68,Red Kidney Beans
7.17,24.9,67.26,909,712.11,100,34,70,Red Kidney Beans
6.9,24.46,59.11,3,551.58,76,33,76,Red Kidney Beans
7.11,22.13,67.49,683,737.49,81,41,78,Red Kidney Beans
6.61,23.02,50.01,3,584.61,71,42,93,Red Kidney Beans
7.49,20.62,57.91,1207,637.68,82,48,96,Red Kidney Beans
6.3,29.45,55.69,252,791.08,100,36,64,Red Kidney Beans
7.37,27.04,57.07,3,595.25,97,34,64,Red Kidney Beans
6.42,24.3,61.69,76,573.56,82,34,64,Red Kidney Beans
7.35,28.8,53.95,1169,665.9,63,30,65,Red Kidney Beans
6.3,23.72,61.09,420,773.25,79,32,64,Red Kidney Beans
6.06,29.53,55.95,1493,734.97,64,35,100,Red Kidney Beans
6.13,26.11,56.76,424,648.44,65,34,89,Red Kidney Beans
7.28,28.25,62.2,728,788.53,93,41,61,Red Kidney Beans
7.43,23.58,60.97,1385,531.1,61,35,94,Red Kidney Beans
7.35,20.77,57.54,354,775.98,99,47,61,Red Kidney Beans
6.09,27.53,50.39,559,544.11,90,48,92,Red Kidney Beans
6.71,27.74,60.88,853,537.26,96,35,97,Red Kidney Beans
6.17,28.32,63.59,1378,781.0,86,47,78,Red Kidney Beans
6.66,25.15,68.57,1150,703.01,63,47,62,Red Kidney Beans
7.02,24.99,64.45,452,769.13,89,45,64,Red Kidney Beans
6.79,22.17,61.84,74,708.81,61,34,69,Red Kidney Beans
6.04,24.41,66.74,1342,777.56,99,32,81,Red Kidney Beans
6.66,23.65,68.57,19,506.94,74,30,81,Red Kidney Beans
7.36,21.05,65.96,911,578.08,92,36,73,Red Kidney Beans
6.44,24.76,65.47,1484,676.87,77,34,84,Red Kidney Beans
6.57,29.63,62.74,239,529.97,61,47,86,Red Kidney Beans
7.14,24.37,64.4,1062,791.08,70,47,85,Red Kidney Beans
6.13,25.52,64.45,1484,580.87,67,47,86,Red Kidney Beans
6.32,24.31,54.28,1484,542.23,66,34,74,Red Kidney Beans
6.97,22.26,57.48,647,544.11,89,33,76,Red Kidney Beans
6.37,20.94,54.15,594,762.11,84,47,79,Red Kidney Beans
6.49,24.99,63.11,1403,751.54,91,31,87,Red Kidney Beans
6.67,23.11,52.82,837,753.98,84,46,99,Red Kidney Beans
6.39,20.08,53.19,111,726.7,99,35,79,Red Kidney Beans
6.04,25.29,52.75,128,521.84,69,43,98,Red Kidney Beans
7.36,20.18,61.69,609,700.71,62,33,98,Red Kidney Beans
